case_id,crime_description,crime_category,location_type,victim_count,accused_count,weapon_used,intent,property_value,injury_level,keywords,predicted_bns_sections,applicable_bnss_procedures,applicable_bsa_evidence,punishment_range,case_outcome,case_duration_months,confidence_label
CP-CASE-103260,"The victim received a phishing call pretending to be a bank official, leading to an unauthorized debit of INR 1469570 from their bank account.",Cyber Crime & Fraud,Public Space,3,4,None,Property Dispute,1469570,None,"phishing, credit card fraud, fake website, ransomware",Section 336 (Forgery),Section 173 (Electronic FIR filing),Section 63 (Admissibility of Electronic Signatures),2 to 5 Years Imprisonment & Fine,Acquittal,10,Medium
CP-CASE-103261,Accused lured a young girl under false pretenses of a job offer and held her captive in a remote village.,Kidnapping & Abduction,Public Space,3,1,Firearm / Pistol,Financial Gain,324198,None,"abduction, kidnap, missing child, ransom call, held hostage",Section 142 (Kidnapping or Abducting in order to Murder),Section 184 (Medical Examination of Kidnapped Person),Section 45 (Expert Opinion on Handwriting),7 to 10 Years Imprisonment & Fine,Dismissed for Lack of Evidence,18,Low
CP-CASE-103262,"Accused voluntarily caused bodily harm to a passerby after a heated argument, using a wooden stick.",Assault & Hurt,Commercial,3,3,Chemical Poison,Spontaneous Argument,0,None,"iron rod, beating, stab wound",Section 117 (Voluntarily Causing Grievous Hurt),Section 202 (Postponement of Issue of Process),Section 45 (Opinions of Experts),Fine up to INR 10000 or up to 7 Years Imprisonment,Referred to Mediation,33,Low
CP-CASE-103263,A thief broke into a commercial shop at night by drilling a hole in the rear wall and stole cash amount of INR 1015583.,Theft & Burglary,Commercial,1,2,None,Personal Vendetta,1015583,None,"robbery, night burglary, missing cash, steal, jewelry",Section 305 (Theft in Dwelling),Section 173 (Information in Cognizable Cases),Section 57 (Admissibility of Electronic Records),1 to 7 Years Imprisonment & Fine,Settled / Compromised,25,Medium
CP-CASE-103264,Accused lured a young girl under false pretenses of a job offer and held her captive in a remote village.,Kidnapping & Abduction,Digital / Online,3,2,Firearm / Pistol,Jealousy / Crime of Passion,922628,None,"held hostage, extortion demand, unidentified vehicle",Section 140 (Kidnapping),Section 173 (Zero FIR registration),Section 45 (Expert Opinion on Handwriting),7 to 10 Years Imprisonment & Fine,Conviction,23,High
CP-CASE-103265,Victim was abducted from a bus stop by masked men. The family received threats demanding property papers.,Kidnapping & Abduction,Public Space,3,4,Firearm / Pistol,Jealousy / Crime of Passion,420776,None,"missing child, ransom call, extortion demand, forced custody",Section 142 (Kidnapping or Abducting in order to Murder),Section 184 (Medical Examination of Kidnapped Person),Section 114 (Presumption as to Absence of Consent),7 to 10 Years Imprisonment & Fine,Settled / Compromised,22,Medium
CP-CASE-103266,A thief broke into a commercial shop at night by drilling a hole in the rear wall and stole cash amount of INR 727064.,Theft & Burglary,Commercial,3,2,None,Spontaneous Argument,727064,None,"steal, thief, locker forced, jewelry, robbery",Section 303 (Theft),Section 173 (Information in Cognizable Cases),Section 57 (Admissibility of Electronic Records),1 to 7 Years Imprisonment & Fine,Conviction,7,Low
CP-CASE-103267,A 10-year-old child was abducted outside their school by two individuals in a black SUV. A ransom call was received later.,Kidnapping & Abduction,Commercial,3,4,Chemical Poison,Property Dispute,992088,None,"missing child, forced custody, abducted from school",Section 142 (Kidnapping or Abducting in order to Murder),Section 173 (Zero FIR registration),Section 114 (Presumption as to Absence of Consent),7 to 10 Years Imprisonment & Fine,Acquittal,45,High
CP-CASE-103268,"The victim was assaulted by a group of individuals near a local market, sustaining severe head injuries and a fractured arm.",Assault & Hurt,Commercial,2,1,Iron Rod,Accidental / Negligence,0,Fatal (Death),"broken arm, bruises, bleeding",Section 115 (Voluntarily Causing Hurt),Section 202 (Postponement of Issue of Process),Section 32 (Relevancy of Statement of Dead Person),Fine up to INR 10000 or up to 7 Years Imprisonment,Settled / Compromised,20,Medium
CP-CASE-103269,Complainant purchased goods from an online portal which turned out to be a fraudulent setup. Loss of INR 150744 reported.,Cyber Crime & Fraud,Rural Area,3,2,None,Property Dispute,150744,None,"phishing, credit card fraud, fake profile, email hacking, forged signature",Section 318 (Cheating),Section 173 (Electronic FIR filing),Section 63 (Admissibility of Electronic Signatures),2 to 5 Years Imprisonment & Fine,Acquittal,18,High
CP-CASE-103270,Complainant purchased goods from an online portal which turned out to be a fraudulent setup. Loss of INR 892232 reported.,Cyber Crime & Fraud,Public Space,3,4,None,Financial Gain,892232,None,"fake profile, phishing, cloned identity",Section 318 (Cheating),Section 173 (Electronic FIR filing),Section 63 (Admissibility of Electronic Signatures),2 to 5 Years Imprisonment & Fine,Acquittal,21,Medium
CP-CASE-103271,"Accused voluntarily caused bodily harm to a passerby after a heated argument, using a wooden stick.",Assault & Hurt,Commercial,3,3,Country-made Gun,Accidental / Negligence,0,Moderate (Stitch/Sprain),"broken arm, bruises, hospitalized, fight",Section 115 (Voluntarily Causing Hurt),Section 202 (Postponement of Issue of Process),Section 45 (Opinions of Experts),Fine up to INR 10000 or up to 7 Years Imprisonment,Settled / Compromised,22,High
CP-CASE-103272,Complainant purchased goods from an online portal which turned out to be a fraudulent setup. Loss of INR 1287215 reported.,Cyber Crime & Fraud,Residential,1,2,None,Spontaneous Argument,1287215,None,"fake profile, forged signature, online scam, credit card fraud",Section 318 (Cheating),Section 105 (Search and Seizure of Electronic Devices),Section 65 (Special Provisions as to Evidence Relating to Electronic Record),2 to 5 Years Imprisonment & Fine,Acquittal,20,Low
CP-CASE-103273,"The complainant stated that when they returned home from vacation, they found the front lock broken and jewelry worth INR 840191 stolen.",Theft & Burglary,Public Space,1,4,None,Spontaneous Argument,840191,None,"thief, locker forced, missing cash",Section 305 (Theft in Dwelling),Section 184 (Medical Examination of Victim),Section 60 (Primary Evidence),1 to 7 Years Imprisonment & Fine,Conviction,37,Low
CP-CASE-103274,"The accused shot the victim following a long-standing property dispute, leading to instantaneous death.",Murder & Homicide,Public Space,1,3,Iron Rod,Property Dispute,0,Fatal (Death),"autopsy report, murder, gunshot",Section 101 (Murder),Section 196 (Power to Summon Persons),Section 26 (Admission by Party to Proceeding),Life Imprisonment or Death Penalty & Fine,Dismissed for Lack of Evidence,26,Low
CP-CASE-103275,A dead body with multiple stab wounds was discovered in an abandoned building. Police suspect a pre-planned murder.,Murder & Homicide,Commercial,2,1,Iron Rod,Jealousy / Crime of Passion,0,Fatal (Death),"murder, autopsy report, fatal attack, strangulation, gunshot",Section 101 (Murder),Section 196 (Power to Summon Persons),Section 26 (Admission by Party to Proceeding),Life Imprisonment or Death Penalty & Fine,Settled / Compromised,16,Low
CP-CASE-103276,A body was found near a lake showing signs of strangulation and blunt force trauma to the head.,Murder & Homicide,Digital / Online,2,2,Kitchen Knife,Personal Vendetta,0,Fatal (Death),"strangulation, autopsy report, murder",Section 101 (Murder),Section 194 (Inquest Reports on Accidental or Unnatural Deaths),Section 32 (Dying Declaration),Life Imprisonment or Death Penalty & Fine,Settled / Compromised,26,Medium
CP-CASE-103277,Victim was poisoned by a family member to inherit ancestral property. Autopsy confirmed presence of chemical toxins.,Murder & Homicide,Digital / Online,1,3,None,Financial Gain,0,Fatal (Death),"autopsy report, dead body found, homicide, gunshot",Section 101 (Murder),Section 196 (Power to Summon Persons),Section 26 (Admission by Party to Proceeding),Life Imprisonment or Death Penalty & Fine,Dismissed for Lack of Evidence,31,Low
CP-CASE-103278,A 10-year-old child was abducted outside their school by two individuals in a black SUV. A ransom call was received later.,Kidnapping & Abduction,Residential,1,2,Wooden Stick,Property Dispute,1880454,None,"held hostage, kidnap, abduction",Section 140 (Kidnapping),Section 173 (Zero FIR registration),Section 45 (Expert Opinion on Handwriting),7 to 10 Years Imprisonment & Fine,Referred to Mediation,13,Medium
CP-CASE-103279,A business owner reported that an employee forged their signature on corporate checks and embezzled INR 1483388.,Cyber Crime & Fraud,Commercial,1,2,None,Financial Gain,1483388,None,"fake profile, online scam, unauthorized transaction",Section 319 (Cheating by Personation),Section 105 (Search and Seizure of Electronic Devices),Section 63 (Admissibility of Electronic Signatures),2 to 5 Years Imprisonment & Fine,Acquittal,12,Medium
CP-CASE-103280,Accused was caught red-handed stealing a mobile phone and wallet from a passenger at the crowded railway station.,Theft & Burglary,Rural Area,2,1,None,Property Dispute,317686,None,"missing cash, house break, locker forced, robbery, thief",Section 331 (Lurking House-trespass),Section 173 (Information in Cognizable Cases),Section 57 (Admissibility of Electronic Records),1 to 7 Years Imprisonment & Fine,Referred to Mediation,36,High
CP-CASE-103281,A businessman was kidnapped from his farmhouse by armed assailants demanding INR 301417 for his release.,Kidnapping & Abduction,Residential,1,1,Chemical Poison,Financial Gain,301417,None,"abducted from school, kidnap, unidentified vehicle, held hostage",Section 142 (Kidnapping or Abducting in order to Murder),Section 184 (Medical Examination of Kidnapped Person),Section 114 (Presumption as to Absence of Consent),7 to 10 Years Imprisonment & Fine,Acquittal,8,Low
CP-CASE-103282,A dead body with multiple stab wounds was discovered in an abandoned building. Police suspect a pre-planned murder.,Murder & Homicide,Residential,2,4,None,Spontaneous Argument,0,Fatal (Death),"fatal attack, homicide, motive, autopsy report, gunshot",Section 103 (Culpable Homicide Not Amounting to Murder),Section 196 (Power to Summon Persons),Section 26 (Admission by Party to Proceeding),Life Imprisonment or Death Penalty & Fine,Referred to Mediation,13,Medium
CP-CASE-103283,Accused was caught red-handed stealing a mobile phone and wallet from a passenger at the crowded railway station.,Theft & Burglary,Digital / Online,3,2,None,Spontaneous Argument,222859,None,"house break, locker forced, missing cash",Section 303 (Theft),Section 173 (Information in Cognizable Cases),Section 57 (Admissibility of Electronic Records),1 to 7 Years Imprisonment & Fine,Conviction,38,Low
CP-CASE-103284,"Accused voluntarily caused bodily harm to a passerby after a heated argument, using a wooden stick.",Assault & Hurt,Residential,1,1,Iron Rod,Personal Vendetta,0,Severe (Fracture/Deep Cuts),"hospitalized, stab wound, broken arm",Section 115 (Voluntarily Causing Hurt),Section 202 (Postponement of Issue of Process),Section 32 (Relevancy of Statement of Dead Person),Fine up to INR 10000 or up to 7 Years Imprisonment,Acquittal,37,High
CP-CASE-103285,Accused was caught red-handed stealing a mobile phone and wallet from a passenger at the crowded railway station.,Theft & Burglary,Digital / Online,2,1,None,Jealousy / Crime of Passion,1471235,None,"thief, gold chain, broken lock, night burglary",Section 305 (Theft in Dwelling),Section 184 (Medical Examination of Victim),Section 60 (Primary Evidence),1 to 7 Years Imprisonment & Fine,Dismissed for Lack of Evidence,43,High
CP-CASE-103286,A dead body with multiple stab wounds was discovered in an abandoned building. Police suspect a pre-planned murder.,Murder & Homicide,Rural Area,2,1,Wooden Stick,Personal Vendetta,0,Fatal (Death),"dead body found, fatal attack, poisoning, autopsy report, stabbed to death",Section 103 (Culpable Homicide Not Amounting to Murder),Section 194 (Inquest Reports on Accidental or Unnatural Deaths),Section 32 (Dying Declaration),Life Imprisonment or Death Penalty & Fine,Acquittal,40,Medium
CP-CASE-103287,A body was found near a lake showing signs of strangulation and blunt force trauma to the head.,Murder & Homicide,Commercial,2,3,Country-made Gun,Spontaneous Argument,0,Fatal (Death),"motive, gunshot, strangulation",Section 103 (Culpable Homicide Not Amounting to Murder),Section 196 (Power to Summon Persons),Section 26 (Admission by Party to Proceeding),Life Imprisonment or Death Penalty & Fine,Conviction,30,Medium
CP-CASE-103288,A 10-year-old child was abducted outside their school by two individuals in a black SUV. A ransom call was received later.,Kidnapping & Abduction,Rural Area,1,1,None,Spontaneous Argument,5242,None,"abduction, held hostage, kidnap, missing child, ransom call",Section 142 (Kidnapping or Abducting in order to Murder),Section 173 (Zero FIR registration),Section 45 (Expert Opinion on Handwriting),7 to 10 Years Imprisonment & Fine,Settled / Compromised,46,High
CP-CASE-103289,A 10-year-old child was abducted outside their school by two individuals in a black SUV. A ransom call was received later.,Kidnapping & Abduction,Public Space,1,2,Wooden Stick,Financial Gain,1017423,None,"unidentified vehicle, ransom call, missing child, abduction, extortion demand",Section 140 (Kidnapping),Section 173 (Zero FIR registration),Section 45 (Expert Opinion on Handwriting),7 to 10 Years Imprisonment & Fine,Settled / Compromised,22,Medium
