case_id,court,judge,facts,issues,evidence_summary,decision,sentence,bns_sections,bnss_procedures,bsa_provisions,judgment_summary
CP-CASE-101082,District and Sessions Court,Justice Anand Verma,"On examination of witnesses and documents, it is observed that victim was poisoned by a family member to inherit ancestral property. autopsy confirmed presence of chemical toxins.",Whether the accused is guilty under Section 103 (Culpable Homicide Not Amounting to Murder) and whether procedures in Section 196 (Power to Summon Persons) were fully complied with.,The prosecution submitted Section 26 (Admission by Party to Proceeding). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 103 (Culpable Homicide Not Amounting to Murder),Section 196 (Power to Summon Persons),Section 26 (Admission by Party to Proceeding),"In District and Sessions Court, Justice Anand Verma passed a judgment regarding the Murder & Homicide case. Verdict: Acquittal. Duration: 27 months."
CP-CASE-101083,Chief Judicial Magistrate Court,Judge M. Durai,"On examination of witnesses and documents, it is observed that accused voluntarily caused bodily harm to a passerby after a heated argument, using a wooden stick.",Whether the accused is guilty under Section 117 (Voluntarily Causing Grievous Hurt) and whether procedures in Section 176 (Inquiry by Police in Custodial Deaths/Violence) were fully complied with.,The prosecution submitted Section 32 (Relevancy of Statement of Dead Person). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 117 (Voluntarily Causing Grievous Hurt),Section 176 (Inquiry by Police in Custodial Deaths/Violence),Section 32 (Relevancy of Statement of Dead Person),"In Chief Judicial Magistrate Court, Judge M. Durai passed a judgment regarding the Assault & Hurt case. Verdict: Referred to Mediation. Duration: 29 months."
CP-CASE-101084,High Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that a physical altercation broke out between neighbors over a parking space, resulting in the accused hitting the victim with an iron rod causing grievous hurt.",Whether the accused is guilty under Section 115 (Voluntarily Causing Hurt) and whether procedures in Section 202 (Postponement of Issue of Process) were fully complied with.,The prosecution submitted Section 45 (Opinions of Experts). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 115 (Voluntarily Causing Hurt),Section 202 (Postponement of Issue of Process),Section 45 (Opinions of Experts),"In High Court, Judge Shalini Joshi passed a judgment regarding the Assault & Hurt case. Verdict: Acquittal. Duration: 25 months."
CP-CASE-101085,Chief Judicial Magistrate Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that a body was found near a lake showing signs of strangulation and blunt force trauma to the head.",Whether the accused is guilty under Section 103 (Culpable Homicide Not Amounting to Murder) and whether procedures in Section 196 (Power to Summon Persons) were fully complied with.,The prosecution submitted Section 26 (Admission by Party to Proceeding). Police officer notes confirm details.,The Court finds the accused guilty of Murder & Homicide and is sentenced accordingly.,Life Imprisonment or Death Penalty & Fine,Section 103 (Culpable Homicide Not Amounting to Murder),Section 196 (Power to Summon Persons),Section 26 (Admission by Party to Proceeding),"In Chief Judicial Magistrate Court, Judge Shalini Joshi passed a judgment regarding the Murder & Homicide case. Verdict: Conviction. Duration: 15 months."
CP-CASE-101086,District and Sessions Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that a 10-year-old child was abducted outside their school by two individuals in a black suv. a ransom call was received later.",Whether the accused is guilty under Section 142 (Kidnapping or Abducting in order to Murder) and whether procedures in Section 184 (Medical Examination of Kidnapped Person) were fully complied with.,The prosecution submitted Section 45 (Expert Opinion on Handwriting). Police officer notes confirm details.,The Court finds the accused guilty of Kidnapping & Abduction and is sentenced accordingly.,7 to 10 Years Imprisonment & Fine,Section 142 (Kidnapping or Abducting in order to Murder),Section 184 (Medical Examination of Kidnapped Person),Section 45 (Expert Opinion on Handwriting),"In District and Sessions Court, Judge Shalini Joshi passed a judgment regarding the Kidnapping & Abduction case. Verdict: Conviction. Duration: 9 months."
CP-CASE-101087,District and Sessions Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that a physical altercation broke out between neighbors over a parking space, resulting in the accused hitting the victim with an iron rod causing grievous hurt.",Whether the accused is guilty under Section 117 (Voluntarily Causing Grievous Hurt) and whether procedures in Section 202 (Postponement of Issue of Process) were fully complied with.,The prosecution submitted Section 32 (Relevancy of Statement of Dead Person). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 117 (Voluntarily Causing Grievous Hurt),Section 202 (Postponement of Issue of Process),Section 32 (Relevancy of Statement of Dead Person),"In District and Sessions Court, Judge Shalini Joshi passed a judgment regarding the Assault & Hurt case. Verdict: Dismissed for Lack of Evidence. Duration: 18 months."
CP-CASE-101088,High Court,Justice Anand Verma,"On examination of witnesses and documents, it is observed that the victim received a phishing call pretending to be a bank official, leading to an unauthorized debit of inr 1911561 from their bank account.",Whether the accused is guilty under Section 319 (Cheating by Personation) and whether procedures in Section 173 (Electronic FIR filing) were fully complied with.,The prosecution submitted Section 63 (Admissibility of Electronic Signatures). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 319 (Cheating by Personation),Section 173 (Electronic FIR filing),Section 63 (Admissibility of Electronic Signatures),"In High Court, Justice Anand Verma passed a judgment regarding the Cyber Crime & Fraud case. Verdict: Acquittal. Duration: 7 months."
CP-CASE-101089,District and Sessions Court,Judge M. Durai,"On examination of witnesses and documents, it is observed that accused voluntarily caused bodily harm to a passerby after a heated argument, using a wooden stick.",Whether the accused is guilty under Section 115 (Voluntarily Causing Hurt) and whether procedures in Section 176 (Inquiry by Police in Custodial Deaths/Violence) were fully complied with.,The prosecution submitted Section 45 (Opinions of Experts). Police officer notes confirm details.,The Court finds the accused guilty of Assault & Hurt and is sentenced accordingly.,Fine up to INR 10000 or up to 7 Years Imprisonment,Section 115 (Voluntarily Causing Hurt),Section 176 (Inquiry by Police in Custodial Deaths/Violence),Section 45 (Opinions of Experts),"In District and Sessions Court, Judge M. Durai passed a judgment regarding the Assault & Hurt case. Verdict: Conviction. Duration: 39 months."
CP-CASE-101090,Chief Judicial Magistrate Court,Justice Anand Verma,"On examination of witnesses and documents, it is observed that the complainant stated that when they returned home from vacation, they found the front lock broken and jewelry worth inr 417199 stolen.",Whether the accused is guilty under Section 303 (Theft) and whether procedures in Section 173 (Information in Cognizable Cases) were fully complied with.,The prosecution submitted Section 60 (Primary Evidence). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 303 (Theft),Section 173 (Information in Cognizable Cases),Section 60 (Primary Evidence),"In Chief Judicial Magistrate Court, Justice Anand Verma passed a judgment regarding the Theft & Burglary case. Verdict: Settled / Compromised. Duration: 21 months."
CP-CASE-101091,High Court,Justice Anand Verma,"On examination of witnesses and documents, it is observed that a businessman was kidnapped from his farmhouse by armed assailants demanding inr 739719 for his release.",Whether the accused is guilty under Section 140 (Kidnapping) and whether procedures in Section 173 (Zero FIR registration) were fully complied with.,The prosecution submitted Section 45 (Expert Opinion on Handwriting). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 140 (Kidnapping),Section 173 (Zero FIR registration),Section 45 (Expert Opinion on Handwriting),"In High Court, Justice Anand Verma passed a judgment regarding the Kidnapping & Abduction case. Verdict: Dismissed for Lack of Evidence. Duration: 29 months."
CP-CASE-101092,Metropolitan Magistrate Court,Judge M. Durai,"On examination of witnesses and documents, it is observed that accused created a fake social media profile using the complainant's photos and extorted money from their contacts.",Whether the accused is guilty under Section 318 (Cheating) and whether procedures in Section 105 (Search and Seizure of Electronic Devices) were fully complied with.,The prosecution submitted Section 63 (Admissibility of Electronic Signatures). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 318 (Cheating),Section 105 (Search and Seizure of Electronic Devices),Section 63 (Admissibility of Electronic Signatures),"In Metropolitan Magistrate Court, Judge M. Durai passed a judgment regarding the Cyber Crime & Fraud case. Verdict: Acquittal. Duration: 38 months."
